worker_setting,problem,algorithm,seed,run_index,status,runtime_seconds,HV,IGD,IGD_PLUS,GD,spread,feasibility_ratio,n_evals,budget_expected,metrics_json_found,history_json_found,objectives_found,decisions_found,formal_runtime_included,excluded_reason,source_metrics_json,notes
6,ZDT3,MOSADE,609942288,23,ok,499.7672822000459,7.805972557631602,0.002278711681016894,0.0006578744792670224,0.0002955618056822568,0.49615325555230794,1.0,300010,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOSADE/run_023/metrics.json,
6,ZDT3,MOSADE,3405943863,24,ok,469.13808390009217,7.805897491440773,0.0022929889896439156,0.0006790656596674362,0.00024800998674417713,0.4951781541761181,1.0,300010,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOSADE/run_024/metrics.json,
6,ZDT3,MOSADE,2257503667,25,ok,467.9236946000019,7.805978601379113,0.0022494165979730727,0.000669346823346682,0.00011163006045856769,0.4798894553623288,1.0,300010,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOSADE/run_025/metrics.json,
6,ZDT3,MOSADE,4018327298,26,ok,469.36707480007317,7.805966093097904,0.0022825582098897758,0.0006639912543038359,0.0001571539473940807,0.4768803998874203,1.0,300020,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOSADE/run_026/metrics.json,
6,ZDT3,MOSADE,2224437599,27,ok,463.8502789000049,7.805968015343108,0.0022555096689753197,0.0006808079321382408,0.00011583028731166653,0.46871128536616957,1.0,300010,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOSADE/run_027/metrics.json,
6,ZDT3,MOSADE,168388230,28,ok,473.69998469995335,7.805978793610541,0.0022395843919089946,0.000669039927535353,0.0007252703795406668,0.5577671998857829,1.0,300020,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOSADE/run_028/metrics.json,
6,ZDT3,MOSADE,911875363,29,ok,469.11049180000555,7.806000945580581,0.0022667185046466756,0.0006583373837022612,0.00017329830971806088,0.4879806633242108,1.0,300010,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOSADE/run_029/metrics.json,
6,ZDT3,MOSADE,3699796293,30,ok,356.720326099894,7.80590672769626,0.0022996446575509174,0.0006516218899068355,0.007046654554872217,0.9899486424452111,1.0,300010,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOSADE/run_030/metrics.json,
6,ZDT3,NSGA2,2684470948,0,ok,570.5315125000197,7.803386225930611,0.00578072921857927,0.002132608953800691,0.00015566114980448346,0.551842960526582,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_000/metrics.json,
6,ZDT3,NSGA2,4091952314,1,ok,567.1033306999598,7.803651512735548,0.005809967711195971,0.0019204353720463636,0.00014899869082457732,0.5783912003201753,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_001/metrics.json,
6,ZDT3,NSGA2,233227757,2,ok,564.8899328999687,7.803286795074327,0.005545372355984338,0.002056264973389522,0.0001943794385605383,0.5682052190923434,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_002/metrics.json,
6,ZDT3,NSGA2,3276785861,3,ok,568.1937991000013,7.803665474949965,0.005361254148052113,0.0019490924632428635,0.00021659395833129594,0.5272800543069814,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_003/metrics.json,
6,ZDT3,NSGA2,3644269654,4,ok,571.111420399975,7.803541908595379,0.005552643980397526,0.0019109381562519214,0.00016336944875982004,0.5776020747905397,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_004/metrics.json,
6,ZDT3,NSGA2,1206282609,5,ok,567.6547944999766,7.803097871873054,0.005840677144431634,0.0021418627749002976,0.00016928238129061658,0.6052386273961269,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_005/metrics.json,
6,ZDT3,NSGA2,3543069911,6,ok,568.1846299999161,7.803838979989419,0.005416711525628484,0.0018055893015406688,0.00016219605193617683,0.5254981640504088,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_006/metrics.json,
6,ZDT3,NSGA2,3479688010,7,ok,571.4820325999754,7.803672011165796,0.005459678470784956,0.0018589484624778703,0.00015168652486129402,0.5539247475501662,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_007/metrics.json,
6,ZDT3,NSGA2,877132087,8,ok,569.4340044000419,7.803773919822464,0.0055984228112573725,0.001818331939794492,0.0001636971024642771,0.5467573713134009,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_008/metrics.json,
6,ZDT3,NSGA2,1244265337,9,ok,567.713168199989,7.8036784564455735,0.00566205272422026,0.0019423685057153557,0.000153647960963569,0.5632797410188666,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_009/metrics.json,
6,ZDT3,NSGA2,2740186692,10,ok,568.2401402998948,7.803374165317564,0.005527112703019243,0.002022597561332401,0.00018973465577028415,0.5594052197558272,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_010/metrics.json,
6,ZDT3,NSGA2,3884972972,11,ok,570.4246778000379,7.80362996524725,0.005449943872243931,0.0019394395024169495,0.00016625642104198515,0.5612320367262152,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_011/metrics.json,
6,ZDT3,NSGA2,829139639,12,ok,557.1061956000049,7.803769304257074,0.005596237534354539,0.001811428194284165,0.00015888284584668471,0.5570765451305318,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_012/metrics.json,
6,ZDT3,NSGA2,2545567356,13,ok,558.9441755999578,7.803749176406136,0.005352379309920582,0.0018634558302275505,0.00014073286729470404,0.5243863089765204,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_013/metrics.json,
6,ZDT3,NSGA2,2718398101,14,ok,559.3800751999952,7.803732711924062,0.005356776523087334,0.0018359471874648996,0.00013946249858620712,0.5569089406055618,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_014/metrics.json,
6,ZDT3,NSGA2,176092387,15,ok,561.0810505000409,7.8038361534690965,0.005535232650399817,0.001792433437262654,0.0001363209382778001,0.5648466123330357,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_015/metrics.json,
6,ZDT3,NSGA2,3528048386,16,ok,556.9576129000634,7.803376537801736,0.0058221882325625845,0.0021742926633614326,0.00020749174752014327,0.5407959901998883,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_016/metrics.json,
6,ZDT3,NSGA2,569531098,17,ok,560.1010918000247,7.803840568445724,0.005403144672085444,0.0017002971880102477,0.00019881875424405222,0.563763669241903,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_017/metrics.json,
6,ZDT3,NSGA2,1337295874,18,ok,556.7647986001102,7.803711751621809,0.005660965284140823,0.0018995805562759575,0.00017099901820918697,0.550291770074322,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_018/metrics.json,
6,ZDT3,NSGA2,612016888,19,ok,556.8204386000289,7.8038839948557985,0.005504832766462765,0.0017518915211369435,0.00014069152202708885,0.5489417156991825,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_019/metrics.json,
6,ZDT3,NSGA2,232150720,20,ok,552.9122429999989,7.803449325379685,0.0058938665332611264,0.00208354475085733,0.0002073818759066756,0.6057376723026452,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_020/metrics.json,
6,ZDT3,NSGA2,2324106676,21,ok,554.4981429000618,7.80378134092299,0.005587458867326351,0.0018590229601324229,0.00014673757459510053,0.5431560318090362,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_021/metrics.json,
6,ZDT3,NSGA2,1658700540,22,ok,552.9669469000073,7.803463644257332,0.0056589461380385266,0.0020056490404513137,0.00019447968329649676,0.5578797909173532,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_022/metrics.json,
6,ZDT3,NSGA2,609942288,23,ok,559.3300148000708,7.803578467984998,0.005623653226791593,0.0020275732573340538,0.00021365497703494608,0.5540098489749221,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_023/metrics.json,
6,ZDT3,NSGA2,3405943863,24,ok,555.6224398000631,7.803315724131052,0.005741746508929974,0.002166786377318333,0.0001921807607832515,0.5443834800944013,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_024/metrics.json,
6,ZDT3,NSGA2,2257503667,25,ok,557.743285399978,7.803602976222168,0.0054926370067138516,0.0019057676888589732,0.00016497600623832483,0.5721209443981462,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_025/metrics.json,
6,ZDT3,NSGA2,4018327298,26,ok,555.7105002000462,7.80356778130279,0.005319045762580168,0.00188375081107873,0.0001561077418469737,0.5373278268208433,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_026/metrics.json,
6,ZDT3,NSGA2,2224437599,27,ok,556.3276369000087,7.803363117975526,0.005718850469606838,0.0020911243333471257,0.00017024297303675694,0.5709083646728742,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_027/metrics.json,
6,ZDT3,NSGA2,168388230,28,ok,553.2227963000769,7.80372130406295,0.005419389193172402,0.001886282979048999,0.00017287398037176097,0.5140260469327483,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_028/metrics.json,
6,ZDT3,NSGA2,911875363,29,ok,555.6134677999653,7.8035880135042275,0.005639687607734593,0.001862586087062239,0.00016692930723754434,0.5810017652735002,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_029/metrics.json,
6,ZDT3,NSGA2,3699796293,30,ok,414.72381470003165,7.803575935696071,0.005570231075918915,0.0019635602426940203,0.0001675406562065804,0.5741008912465203,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA2/run_030/metrics.json,
6,ZDT3,MOEAD,2684470948,0,ok,56.935445399954915,7.800914593882046,0.008734873382294133,0.0025752163790792736,0.00010207316871544149,0.8765061217098611,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_000/metrics.json,
6,ZDT3,MOEAD,4091952314,1,ok,57.5302499999525,7.801109654202163,0.008752597625246163,0.002562064344552733,9.643063716841182e-05,0.8710101053076292,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_001/metrics.json,
6,ZDT3,MOEAD,233227757,2,ok,58.821185900014825,7.801074242231023,0.008732873235403619,0.0025503912313497774,9.940569462233272e-05,0.8764210512380524,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_002/metrics.json,
6,ZDT3,MOEAD,3276785861,3,ok,56.99868760001846,7.801070356741131,0.008735916539503116,0.002563878211122907,9.75801946229027e-05,0.8765853839068927,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_003/metrics.json,
6,ZDT3,MOEAD,3644269654,4,ok,57.623581400024705,7.801223820648399,0.008743807357853574,0.0025380205889962964,9.516083354554844e-05,0.8762251735069689,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_004/metrics.json,
6,ZDT3,MOEAD,1206282609,5,ok,56.630985800060444,7.800961381248748,0.008726929272825494,0.002571837121328578,0.00010589386430662604,0.8707003475083737,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_005/metrics.json,
6,ZDT3,MOEAD,3543069911,6,ok,58.99947499996051,7.8011828015020965,0.008743830675912492,0.002549141535963531,9.76312811753443e-05,0.8706552136840271,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_006/metrics.json,
6,ZDT3,MOEAD,3479688010,7,ok,56.58529770001769,7.801120130198758,0.008754202130705222,0.0025652942515632083,9.665092282531388e-05,0.8756062887893282,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_007/metrics.json,
6,ZDT3,MOEAD,877132087,8,ok,58.62148219998926,7.800957387138752,0.008742601703947642,0.002559563866933998,0.00010137766922996623,0.8610635564487205,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_008/metrics.json,
6,ZDT3,MOEAD,1244265337,9,ok,57.0912215000717,7.801004087560991,0.008716937621892733,0.0025492922728742934,0.00010460317073374575,0.875961246552201,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_009/metrics.json,
6,ZDT3,MOEAD,2740186692,10,ok,59.342828200082295,7.800827447176696,0.008736198406975643,0.0025751525521707464,9.834950513054383e-05,0.8769555386091897,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_010/metrics.json,
6,ZDT3,MOEAD,3884972972,11,ok,58.83313410007395,7.801066212712349,0.008748834745939295,0.0025550514276283785,9.71884655302941e-05,0.8773273717953043,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_011/metrics.json,
6,ZDT3,MOEAD,829139639,12,ok,58.67064480006229,7.801108291277774,0.008732987094966772,0.0025406488352583863,9.725318406167142e-05,0.8709942808214158,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_012/metrics.json,
6,ZDT3,MOEAD,2545567356,13,ok,57.45061759999953,7.801087218335401,0.008736586260793388,0.002567465637424273,9.651672529792195e-05,0.875984983576604,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_013/metrics.json,
6,ZDT3,MOEAD,2718398101,14,ok,58.34715209994465,7.8010248591898,0.008752444270059553,0.0025559165553420814,9.690265106277603e-05,0.8706549494432161,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_014/metrics.json,
6,ZDT3,MOEAD,176092387,15,ok,59.306214999989606,7.801039755807505,0.008739082823886413,0.0025651113732559966,9.959685762038378e-05,0.8759971134979866,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_015/metrics.json,
6,ZDT3,MOEAD,3528048386,16,ok,59.30097240000032,7.8011269602256945,0.00873845811879497,0.0025579787788488502,0.0001001208541440809,0.8757274142503536,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_016/metrics.json,
6,ZDT3,MOEAD,569531098,17,ok,56.93793140002526,7.801148899852772,0.00873128732101749,0.002550801512453401,9.800305621991008e-05,0.8758295950673212,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_017/metrics.json,
6,ZDT3,MOEAD,1337295874,18,ok,56.962100000004284,7.80113853340669,0.008726527678750106,0.002539838405445874,0.00010023545716087233,0.8709849180699092,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_018/metrics.json,
6,ZDT3,MOEAD,612016888,19,ok,59.01127599994652,7.801023646764586,0.008733934136769657,0.00255420571568504,9.620677701802069e-05,0.8776040354399245,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_019/metrics.json,
6,ZDT3,MOEAD,232150720,20,ok,57.72140420007054,7.800984702383487,0.008749514876763908,0.002569450849197243,0.00010491512609130775,0.8785939463984063,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_020/metrics.json,
6,ZDT3,MOEAD,2324106676,21,ok,57.55637779994868,7.801180339719938,0.008740933813935111,0.0025366599383228215,9.505367834439175e-05,0.8761142248987003,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_021/metrics.json,
6,ZDT3,MOEAD,1658700540,22,ok,59.17779910005629,7.801089231671918,0.008729865362020441,0.0025490666465790273,9.855809577260701e-05,0.8768516835722231,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_022/metrics.json,
6,ZDT3,MOEAD,609942288,23,ok,58.95447430002969,7.801052002795095,0.008747110931294905,0.0025558344314991137,9.765129583384428e-05,0.8763821981080266,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_023/metrics.json,
6,ZDT3,MOEAD,3405943863,24,ok,58.58738790010102,7.8012353914870545,0.008750933436907124,0.0025288822141784103,9.344256971308372e-05,0.870856323176718,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_024/metrics.json,
6,ZDT3,MOEAD,2257503667,25,ok,58.17314860003535,7.800895243158223,0.008741628862798324,0.0025624467500231724,9.862330199475557e-05,0.8774255459176418,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_025/metrics.json,
6,ZDT3,MOEAD,4018327298,26,ok,57.428325599990785,7.8012090839858335,0.008749383059153652,0.002536684587362922,9.775812758676485e-05,0.8714182427552356,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_026/metrics.json,
6,ZDT3,MOEAD,2224437599,27,ok,58.28843880002387,7.801095030930501,0.008740552497431794,0.002580211854540307,9.640886198419666e-05,0.8709341873019278,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_027/metrics.json,
6,ZDT3,MOEAD,168388230,28,ok,57.65863119997084,7.8010625930099,0.008731456445054155,0.002544817951992993,9.944706597920849e-05,0.8709688833133096,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_028/metrics.json,
6,ZDT3,MOEAD,911875363,29,ok,57.5282119999174,7.800989651299127,0.008717479239281673,0.002555750345067676,9.913105617099613e-05,0.8664916653486803,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_029/metrics.json,
6,ZDT3,MOEAD,3699796293,30,ok,45.06602309993468,7.801056628752829,0.00873296854479791,0.00255041989956918,9.54886744579893e-05,0.8712571373951408,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/MOEAD/run_030/metrics.json,
6,ZDT3,NSGA3,2684470948,0,ok,22.225907300016843,7.802540251887005,0.006393737991331859,0.0018063513933087338,0.00014595467029734202,0.4818249271026428,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA3/run_000/metrics.json,
6,ZDT3,NSGA3,4091952314,1,ok,21.45558290008921,7.802596059013209,0.006393518791850483,0.0018071314088742775,0.00014715102133275367,0.4825813776454892,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA3/run_001/metrics.json,
6,ZDT3,NSGA3,233227757,2,ok,22.069170199916698,7.802549288107643,0.006361184626028645,0.001804560971132642,0.00014376435690928728,0.4816976047247103,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA3/run_002/metrics.json,
6,ZDT3,NSGA3,3276785861,3,ok,21.73853919992689,7.802543479170182,0.006421439976618704,0.0018069226430064466,0.00014864572687245172,0.48172889462057517,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA3/run_003/metrics.json,
6,ZDT3,NSGA3,3644269654,4,ok,22.25461920001544,7.802632374652069,0.006377328207542931,0.0018018566992618857,0.00014498285822675625,0.4855461669916873,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA3/run_004/metrics.json,
6,ZDT3,NSGA3,1206282609,5,ok,21.38605189998634,7.802638531686108,0.0063468088514151205,0.0017999358579998553,0.00014461027811979362,0.485022853375661,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA3/run_005/metrics.json,
6,ZDT3,NSGA3,3543069911,6,ok,22.25394750002306,7.802544997967383,0.006361721000933711,0.0018056455424741388,0.00014415377309283348,0.481321032936508,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA3/run_006/metrics.json,
6,ZDT3,NSGA3,3479688010,7,ok,22.207708799978718,7.802542853428844,0.006393038387171133,0.0018057092172376462,0.0001461206540712723,0.4822265269338231,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA3/run_007/metrics.json,
6,ZDT3,NSGA3,877132087,8,ok,20.934964699903503,7.802551618808339,0.006397087365358342,0.0018067948617715396,0.00014800947666543916,0.48044260689448554,1.0,300000,300000,True,True,True,True,True,,results/a7_runtime_workers6/ZDT3/NSGA3/run_008/metrics.json,
