result_dir,problem,algorithm,seed,run_dir,status,status_reason,n_evals,n_solutions,n_feasible_final,feasibility_ratio,pf_source,hv,igd,igd_plus,gd,spread,time_s
results/20260425_161424_benchmark_realworld_cre_2obj,CRE21,NSGA2,612016888,results/20260425_161424_benchmark_realworld_cre_2obj/CRE21/NSGA2/run_019,ok,,30000,100,100,1.0,final_population_feasible_nondominated,782560.9432444582,nan,nan,nan,0.8580572889793637,38.09539209998911
results/20260425_161424_benchmark_realworld_cre_2obj,CRE21,NSGA2,232150720,results/20260425_161424_benchmark_realworld_cre_2obj/CRE21/NSGA2/run_020,ok,,30000,100,100,1.0,final_population_feasible_nondominated,781897.7649409644,nan,nan,nan,0.8798427289254847,40.276532599993516
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,2684470948,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_000,ok,,30000,100,100,1.0,final_population_feasible_nondominated,1845562.8252582764,nan,nan,nan,1.97979797979798,6.3883623000001535
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,4091952314,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_001,ok,,30000,100,100,1.0,final_population_feasible_nondominated,1845302.9911713116,nan,nan,nan,1.9747246158304455,6.430770399980247
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,233227757,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_002,ok,,30000,100,100,1.0,final_population_feasible_nondominated,1845564.1235696522,nan,nan,nan,1.976084168373402,6.379913500044495
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,3276785861,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_003,ok,,30000,100,100,1.0,final_population_feasible_nondominated,1840474.649673561,nan,nan,nan,1.9797979797979797,6.270783799991477
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,3644269654,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_004,ok,,30000,14,14,1.0,final_population_feasible_nondominated,1845584.7720542313,nan,nan,nan,1.8391798665893964,6.4128306999919005
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,1206282609,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_005,ok,,30000,100,100,1.0,final_population_feasible_nondominated,1841420.771947534,nan,nan,nan,1.979797964702411,6.330020199995488
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,3543069911,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_006,ok,,30000,100,100,1.0,final_population_feasible_nondominated,1845495.3412057946,nan,nan,nan,1.9794692573914685,6.161300499981735
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,3479688010,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_007,ok,,30000,15,15,1.0,final_population_feasible_nondominated,1845566.173465578,nan,nan,nan,1.8545284180876411,6.207436600001529
