problem,algorithm,metric,direction,n_runs,median,iqr,mean,std,min,max,n_unsupported,n_failed
CRE21,MOEAD,hv,higher,21,784007.3427443806,2961.760389358853,782421.2654164231,3401.0305619372525,771964.5557663123,784824.660118028,0,0
CRE21,MOEAD,igd,lower,0,,,,,,,0,0
CRE21,MOEAD,igd_plus,lower,0,,,,,,,0,0
CRE21,MOEAD,gd,lower,0,,,,,,,0,0
CRE21,MOEAD,spread,lower,21,1.9677419354838677,0.3131313131313118,1.7213767667770425,0.47251300211803776,0.0,1.97979797979798,0,0
CRE21,MOEAD,time_s,lower,21,5.050820099946577,0.5373631999827921,5.110590966662303,0.4070299476622245,4.476051300007384,5.878694699960761,0,0
CRE21,MOSADE,hv,higher,21,777343.8948830783,3979.8372528784676,776592.560641821,4371.268183098836,766520.8432812844,783643.3336740759,0,0
CRE21,MOSADE,igd,lower,0,,,,,,,0,0
CRE21,MOSADE,igd_plus,lower,0,,,,,,,0,0
CRE21,MOSADE,gd,lower,0,,,,,,,0,0
CRE21,MOSADE,spread,lower,21,1.3368335905859312,0.08710855363628389,1.34999021662296,0.07388643611875007,1.2240358441137764,1.4863742526038979,0,0
CRE21,MOSADE,time_s,lower,21,16.578450099972542,5.544993999938015,17.636978019051078,3.454671682630077,10.676583899999969,22.809296999999788,0,0
CRE21,NSGA2,hv,higher,21,782030.9681636358,2646.2363410497783,782024.1453238034,2135.0447585734255,776731.0174867256,784710.8881736767,0,0
CRE21,NSGA2,igd,lower,0,,,,,,,0,0
CRE21,NSGA2,igd_plus,lower,0,,,,,,,0,0
CRE21,NSGA2,gd,lower,0,,,,,,,0,0
CRE21,NSGA2,spread,lower,21,0.8798427289254847,0.07529307837580335,0.8890645922037334,0.047402305204736435,0.7932890863309003,0.9615685137616203,0,0
CRE21,NSGA2,time_s,lower,21,49.83340229996247,1.92582720000064,47.98018173333202,5.1819968692165395,38.09539209998911,53.460547900001984,0,0
CRE22,MOEAD,hv,higher,21,1845470.5701885552,258.9145364074502,1844644.5806764709,1687.185064609588,1840474.649673561,1845584.7720542313,0,0
CRE22,MOEAD,igd,lower,0,,,,,,,0,0
CRE22,MOEAD,igd_plus,lower,0,,,,,,,0,0
CRE22,MOEAD,gd,lower,0,,,,,,,0,0
CRE22,MOEAD,spread,lower,21,1.9747246158304455,0.025292995943887897,1.9479276693380858,0.05276351870655551,1.8371177300413928,1.97979797979798,0,0
CRE22,MOEAD,time_s,lower,21,6.3883623000001535,1.9423310999991372,6.965705499998183,1.0020891879950518,5.810167599993292,8.366898900014348,0,0
CRE22,MOSADE,hv,higher,21,1843798.9439767408,1294.0740198097192,1843378.5925094332,1001.1543041700638,1841119.515459854,1845087.8504262418,0,0
CRE22,MOSADE,igd,lower,0,,,,,,,0,0
CRE22,MOSADE,igd_plus,lower,0,,,,,,,0,0
CRE22,MOSADE,gd,lower,0,,,,,,,0,0
CRE22,MOSADE,spread,lower,21,1.1038624856379071,0.4013291912577629,1.130239000447946,0.22591184317349144,0.8017971654115157,1.55104764150051,0,0
CRE22,MOSADE,time_s,lower,21,13.125624099979177,2.9160654999432154,12.815376857132097,1.9575879663185063,9.154384900000878,16.013036099961028,0,0
CRE22,NSGA2,hv,higher,21,1845342.2025784396,249.491422429448,1845192.3650893252,447.9449885932237,1843704.2277192369,1845541.1256381613,0,0
CRE22,NSGA2,igd,lower,0,,,,,,,0,0
CRE22,NSGA2,igd_plus,lower,0,,,,,,,0,0
CRE22,NSGA2,gd,lower,0,,,,,,,0,0
CRE22,NSGA2,spread,lower,21,0.8359521045837895,0.03208062357343622,0.8271505808495861,0.04209966431896283,0.7419674851809908,0.9039341648865459,0,0
CRE22,NSGA2,time_s,lower,21,57.51131349999923,1.935246100067161,55.043241771425876,6.209736611733306,43.90593889995944,60.682672999973875,0,0
CRE23,MOEAD,hv,higher,21,54.17561160583266,0.03215699073768974,54.17580922401861,0.018423760156827496,54.14664381984513,54.201928260088486,0,0
CRE23,MOEAD,igd,lower,0,,,,,,,0,0
CRE23,MOEAD,igd_plus,lower,0,,,,,,,0,0
CRE23,MOEAD,gd,lower,0,,,,,,,0,0
CRE23,MOEAD,spread,lower,21,0.758013584783423,0.010387844330235096,0.7550504856333258,0.0230055186342227,0.7067865038246225,0.8077838589855464,0,0
CRE23,MOEAD,time_s,lower,21,6.379213500011247,0.6124086999916472,6.449886666674589,0.42950269470361313,5.580887900025118,7.167039000021759,0,0
CRE23,MOSADE,hv,higher,21,54.14483786328369,0.03194169508252287,54.13999310320996,0.022356431284529132,54.099974256605066,54.172759060583275,0,0
CRE23,MOSADE,igd,lower,0,,,,,,,0,0
CRE23,MOSADE,igd_plus,lower,0,,,,,,,0,0
CRE23,MOSADE,gd,lower,0,,,,,,,0,0
CRE23,MOSADE,spread,lower,21,0.858402099955211,0.12192885938613096,0.9016788992303051,0.09147840131502903,0.7968631103803847,1.1153354034662688,0,0
CRE23,MOSADE,time_s,lower,21,17.316223500005435,1.5957387000089511,16.59974658570995,2.1582045451930005,11.926336799981073,18.75625850004144,0,0
CRE23,NSGA2,hv,higher,21,53.9362705360214,0.5655138332814005,53.893397855107324,0.34693837888321016,52.86015088668966,54.22629420902962,0,0
CRE23,NSGA2,igd,lower,0,,,,,,,0,0
CRE23,NSGA2,igd_plus,lower,0,,,,,,,0,0
CRE23,NSGA2,gd,lower,0,,,,,,,0,0
CRE23,NSGA2,spread,lower,21,0.49797697618639963,0.04868167295529646,0.490308892444734,0.029001421874048208,0.44551679388215476,0.5484414799420974,0,0
CRE23,NSGA2,time_s,lower,21,57.050146399997175,5.50562470004661,56.50686341904137,7.496216509582069,43.31130950001534,66.01905719999922,0,0
CRE31,MOEAD,hv,higher,21,59.29971880206169,2.773638286239816,59.079564888688026,2.134352217699796,54.80464244729597,62.15218738107765,0,0
CRE31,MOEAD,igd,lower,0,,,,,,,0,0
CRE31,MOEAD,igd_plus,lower,0,,,,,,,0,0
CRE31,MOEAD,gd,lower,0,,,,,,,0,0
CRE31,MOEAD,spread,lower,21,0.42059993412498303,0.31558084030966865,0.3595810273584072,0.17106005213339337,0.1084447881443756,0.6142630127884163,0,0
CRE31,MOEAD,time_s,lower,21,8.97552400000859,0.5245291999890469,8.820022028565983,0.5870597386201785,7.7185768999625,9.591813400038518,0,0
CRE31,MOSADE,hv,higher,21,72.11997560220848,0.20315221261186878,72.12504264118004,0.23192191848988442,71.689183199082,72.74462552672114,0,0
CRE31,MOSADE,igd,lower,0,,,,,,,0,0
CRE31,MOSADE,igd_plus,lower,0,,,,,,,0,0
CRE31,MOSADE,gd,lower,0,,,,,,,0,0
CRE31,MOSADE,spread,lower,21,0.07512103244705506,0.0055936299941821005,0.07616553933168424,0.004767419090119096,0.06771793423298762,0.08549881352043413,0,0
CRE31,MOSADE,time_s,lower,21,34.289652000006754,4.975449600024149,33.348105104764855,3.1914429170650656,26.778332600020804,38.25099720002618,0,0
CRE31,NSGA2,hv,higher,21,67.27842044671789,1.0247226274128707,67.46635093610884,0.7163826002333664,65.89595346529958,68.75830770948296,0,0
CRE31,NSGA2,igd,lower,0,,,,,,,0,0
CRE31,NSGA2,igd_plus,lower,0,,,,,,,0,0
CRE31,NSGA2,gd,lower,0,,,,,,,0,0
CRE31,NSGA2,spread,lower,21,0.09911713557177755,0.015102040207883347,0.10050730357544488,0.010934486048095953,0.08408403727170059,0.1281802363967059,0,0
CRE31,NSGA2,time_s,lower,21,73.1271587999654,3.6677615999942645,70.20525740476192,6.427624470194708,58.72474909998709,76.78367999999318,0,0
CRE31,NSGA3,hv,higher,21,73.20959292938237,0.20370547777359604,73.16000284205158,0.18287968145659794,72.71931675110352,73.45125125779866,0,0
CRE31,NSGA3,igd,lower,0,,,,,,,0,0
CRE31,NSGA3,igd_plus,lower,0,,,,,,,0,0
CRE31,NSGA3,gd,lower,0,,,,,,,0,0
CRE31,NSGA3,spread,lower,21,0.11448884446201882,0.014824053229513232,0.11631875424673664,0.012583630051433727,0.0971942301638243,0.14142775052869486,0,0
CRE31,NSGA3,time_s,lower,21,3.0550297999870963,0.3862279999884777,3.1059268714244745,0.3302238517243118,2.4937235999968834,3.709712300042156,0,0
CRE32,MOEAD,hv,higher,21,617063523350.7684,1402261722.5895996,616877311925.4541,1737179153.3912556,611760549406.2635,618882360322.9862,0,0
CRE32,MOEAD,igd,lower,0,,,,,,,0,0
CRE32,MOEAD,igd_plus,lower,0,,,,,,,0,0
CRE32,MOEAD,gd,lower,0,,,,,,,0,0
CRE32,MOEAD,spread,lower,21,72.9392331630696,6.876843071485254,71.90219087472721,4.690793182352021,64.023246660207,78.68488602211667,0,0
CRE32,MOEAD,time_s,lower,21,7.668036000046413,0.7207605000003241,7.688538385724227,0.4699380164048064,6.808819300029427,8.34121879999293,0,0
CRE32,MOSADE,hv,higher,21,598911633499.2789,10593999261.170776,598675258660.2168,6196422430.656326,586884275368.1501,610237324562.8116,0,0
CRE32,MOSADE,igd,lower,0,,,,,,,0,0
CRE32,MOSADE,igd_plus,lower,0,,,,,,,0,0
CRE32,MOSADE,gd,lower,0,,,,,,,0,0
CRE32,MOSADE,spread,lower,21,61.28463862989626,69.60914308837101,85.21277082413584,55.531581676502995,20.64505489549199,216.6595416371991,0,0
CRE32,MOSADE,time_s,lower,21,21.99827829998685,3.585010099981446,22.614945914283105,3.2051949097210106,17.843747900042217,31.343020399974193,0,0
CRE32,NSGA2,hv,higher,21,613826617641.3168,8207217824.533936,606707423317.7938,17524643366.869167,556714081533.025,619220163057.1406,0,0
CRE32,NSGA2,igd,lower,0,,,,,,,0,0
CRE32,NSGA2,igd_plus,lower,0,,,,,,,0,0
CRE32,NSGA2,gd,lower,0,,,,,,,0,0
CRE32,NSGA2,spread,lower,21,29.21490275075482,10.492124788913912,29.97526517422317,6.057142426377216,20.300448554561857,40.77166404231487,0,0
CRE32,NSGA2,time_s,lower,21,60.84240339999087,3.593968400033191,59.32353616667179,5.098422205872704,50.34103010001127,67.01473409996834,0,0
CRE32,NSGA3,hv,higher,21,605566833758.8931,26507115183.378174,591480432791.2468,30678762735.120907,498705670041.93024,611639439899.769,0,0
CRE32,NSGA3,igd,lower,0,,,,,,,0,0
CRE32,NSGA3,igd_plus,lower,0,,,,,,,0,0
CRE32,NSGA3,gd,lower,0,,,,,,,0,0
CRE32,NSGA3,spread,lower,21,76.12635239361595,32.94381949052632,70.4844792283143,21.358909099320076,36.260652981751214,102.51636880887649,0,0
CRE32,NSGA3,time_s,lower,21,2.7520510000176728,0.20116659998893738,2.7518936761965356,0.1623331533549677,2.4247968000127003,3.025024399976246,0,0
