source_block,source_file,metric,metric_reported_as,n,bootstrap_seed,n_bootstrap,experiment_group,problem,variant,median,ci95_low,ci95_high,status,notes,constant_name,constant_level
a5_domselect_ablation,tables\a5_domselect_ablation_by_run_clean.csv,hv,hv,31,8520592394117330007,5000,A5,DASCMOP7_difficulty7,MOSADE_domselect,110909.00817501792,110887.26797726432,110913.48922538028,ok,median bootstrap CI; unsupported/missing/NaN values excluded,,
a5_domselect_ablation,tables\a5_domselect_ablation_by_run_clean.csv,igd,igd,31,9430626474165018730,5000,A5,DASCMOP7_difficulty7,MOSADE_domselect,0.0376371128535704,0.03532436281331,0.0407448039732408,ok,median bootstrap CI; unsupported/missing/NaN values excluded,,
a5_domselect_ablation,tables\a5_domselect_ablation_by_run_clean.csv,hv,hv,31,10399094844523850291,5000,A5,DTLZ2_n_obj3,MOSADE,18.002498554943354,17.998991280635174,18.005445361816903,ok,median bootstrap CI; unsupported/missing/NaN values excluded,,
a5_domselect_ablation,tables\a5_domselect_ablation_by_run_clean.csv,igd,igd,31,9075893619548838458,5000,A5,DTLZ2_n_obj3,MOSADE,0.0495051493986529,0.0486489250894316,0.0502294786331406,ok,median bootstrap CI; unsupported/missing/NaN values excluded,,
a5_domselect_ablation,tables\a5_domselect_ablation_by_run_clean.csv,hv,hv,31,2566207212354862487,5000,A5,DTLZ2_n_obj3,MOSADE_domselect,17.991824137441775,17.985622377195703,17.995665884018152,ok,median bootstrap CI; unsupported/missing/NaN values excluded,,
a5_domselect_ablation,tables\a5_domselect_ablation_by_run_clean.csv,igd,igd,31,17002201761196676539,5000,A5,DTLZ2_n_obj3,MOSADE_domselect,0.0539048676641557,0.0536168805244698,0.0551873904164442,ok,median bootstrap CI; unsupported/missing/NaN values excluded,,
a5_domselect_ablation,tables\a5_domselect_ablation_by_run_clean.csv,hv,hv,31,12104509385532037285,5000,A5,WFG4,MOSADE,6.242636381977554,6.240454000302422,6.243208676080582,ok,median bootstrap CI; unsupported/missing/NaN values excluded,,
a5_domselect_ablation,tables\a5_domselect_ablation_by_run_clean.csv,igd,igd,31,13618701153020409778,5000,A5,WFG4,MOSADE,0.0060951862176725,0.0058732037993125,0.0064188519070442,ok,median bootstrap CI; unsupported/missing/NaN values excluded,,
a5_domselect_ablation,tables\a5_domselect_ablation_by_run_clean.csv,hv,hv,31,14475583980612671809,5000,A5,WFG4,MOSADE_domselect,6.245628579662122,6.24131315725501,6.247601197882751,ok,median bootstrap CI; unsupported/missing/NaN values excluded,,
a5_domselect_ablation,tables\a5_domselect_ablation_by_run_clean.csv,igd,igd,31,14614457379060899158,5000,A5,WFG4,MOSADE_domselect,0.0063630319999574,0.0061502973347888,0.0066219948650581,ok,median bootstrap CI; unsupported/missing/NaN values excluded,,
a5_domselect_ablation,tables\a5_domselect_ablation_by_run_clean.csv,hv,hv,31,12753519928493573882,5000,A5,WFG9,MOSADE,9.878076433441954,9.875597699337629,9.880054401628776,ok,median bootstrap CI; unsupported/missing/NaN values excluded,,
