experiment_group,constant_name,constant_level,constant_value,problem,seed,metric,value,direction,n_evals,status,source_result_dir,source_metrics_json,source_snapshot_sha256,a1_a5_formal_experiment_source_snapshot_sha256,a1_a5_postprocessing_source_snapshot_sha256,e3_formal_experiment_source_snapshot_sha256,global_postprocessing_source_snapshot_sha256
E3,lp,low,20,DASCMOP7_difficulty7,3276785861,igd_plus,0.022273300922682197,lower,300055,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_003/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
E3,lp,low,20,DASCMOP7_difficulty7,3276785861,gd,0.0008988894072681091,lower,300055,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_003/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
E3,lp,low,20,DASCMOP7_difficulty7,3276785861,spread,0.017669647244603716,lower,300055,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_003/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
E3,lp,low,20,DASCMOP7_difficulty7,3276785861,time_s,308.71462860002066,lower,300055,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_003/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
E3,lp,low,20,DASCMOP7_difficulty7,3644269654,hv,110917.13362020648,higher,300055,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_004/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
E3,lp,low,20,DASCMOP7_difficulty7,3644269654,igd,0.031892422834455744,lower,300055,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_004/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
E3,lp,low,20,DASCMOP7_difficulty7,3644269654,igd_plus,0.022202988857687365,lower,300055,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_004/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
E3,lp,low,20,DASCMOP7_difficulty7,3644269654,gd,0.0008816173398680392,lower,300055,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_004/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
E3,lp,low,20,DASCMOP7_difficulty7,3644269654,spread,0.016438249329629787,lower,300055,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_004/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
E3,lp,low,20,DASCMOP7_difficulty7,3644269654,time_s,314.79480770000373,lower,300055,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_004/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
E3,lp,low,20,DASCMOP7_difficulty7,1206282609,hv,110907.65468473385,higher,300064,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_005/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
E3,lp,low,20,DASCMOP7_difficulty7,1206282609,igd,0.032366242700800026,lower,300064,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_005/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
E3,lp,low,20,DASCMOP7_difficulty7,1206282609,igd_plus,0.022894283520568208,lower,300064,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_005/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
E3,lp,low,20,DASCMOP7_difficulty7,1206282609,gd,0.0009059633067576273,lower,300064,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_005/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
E3,lp,low,20,DASCMOP7_difficulty7,1206282609,spread,0.018368816070925425,lower,300064,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_005/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
E3,lp,low,20,DASCMOP7_difficulty7,1206282609,time_s,310.0598581999948,lower,300064,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_005/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
E3,lp,low,20,DASCMOP7_difficulty7,3543069911,hv,110918.61508066015,higher,300055,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_006/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
E3,lp,low,20,DASCMOP7_difficulty7,3543069911,igd,0.031542474701042586,lower,300055,ok,results/e3_sensitivity_design_constants/lp_low,results/e3_sensitivity_design_constants/lp_low/DASCMOP7_difficulty7/MOSADE_lp_low/run_006/metrics.json,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
