constant_name,problem,metric,direction,default_median,default_rank,max_abs_median_delta_vs_default,max_relative_median_delta_vs_default,max_abs_effect_size_vs_default,n_levels_better_than_default,n_levels_worse_than_default,n_significant_after_holm,robustness_class,a1_a5_formal_experiment_source_snapshot_sha256,a1_a5_postprocessing_source_snapshot_sha256,e3_formal_experiment_source_snapshot_sha256,global_postprocessing_source_snapshot_sha256
memory_H,WFG4,hv,higher,6.242322622922672,3,0.002127539348715679,0.0003408249584702752,0.10743801652892562,2,0,0,robust_small_effects,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,WFG4,igd,lower,0.0062384251623810285,2,0.0004311404713118472,0.06911046619773718,0.19008264462809918,1,1,0,mixed,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,WFG4,igd_plus,lower,0.003242156001840793,3,0.00018533682255207152,0.05716468376192976,0.2231404958677686,2,0,0,mixed,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,WFG4,spread,lower,0.2598675547748449,2,0.004299701115910104,0.016545740462426954,0.2396694214876033,1,1,0,mixed,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,WFG4,time_s,lower,412.3346364000172,2,11.478563999990001,0.027837981548691267,0.5702479338842975,1,1,1,sensitive_default_not_best,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,WFG9,gd,lower,0.0011994533621931213,3,4.244720565316218e-06,0.003538879208738076,0.35537190082644626,2,0,0,mixed,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,WFG9,hv,higher,9.879573965988365,1,0.0038772464708323184,0.0003924507761347008,0.256198347107438,0,2,0,robust_default_not_worse,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,WFG9,igd,lower,0.00948733893412488,1,0.00013201011509128037,0.013914345846384278,0.0743801652892562,0,2,0,robust_small_effects,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,WFG9,igd_plus,lower,0.007734318308088433,2,6.0724727319035575e-05,0.007851335424807973,0.2727272727272727,1,1,0,mixed,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,WFG9,spread,lower,0.24813516868980418,1,0.010107553318980056,0.04073406189195048,0.4214876033057851,0,2,0,robust_default_not_worse,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,WFG9,time_s,lower,739.6264703999914,2,11.457620199973462,0.015491089973804155,0.0743801652892562,1,1,0,robust_small_effects,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,ZDT1,gd,lower,0.00016032273258283124,1,1.451389639213008e-05,0.09052924783845878,0.4380165289256198,0,2,0,robust_default_not_worse,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,ZDT1,hv,higher,7.350922972707928,2,1.831896918602638e-05,2.492063820290318e-06,0.2892561983471074,1,1,0,mixed,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,ZDT1,igd,lower,0.0018851894470433203,1,3.7307624185071997e-06,0.001978985414096406,0.05785123966942149,0,2,0,robust_small_effects,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,ZDT1,igd_plus,lower,0.0012311134055858037,1,1.1900919705821068e-05,0.00966679401899472,0.15702479338842976,0,2,0,robust_default_not_worse,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,ZDT1,spread,lower,0.14304765029866076,3,0.0047107502220744835,0.032931335902681276,0.15702479338842976,2,0,0,mixed,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,ZDT1,time_s,lower,567.3930339000071,2,55.56326120000449,0.09792728828214081,0.9669421487603306,1,1,1,sensitive_default_not_best,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,ZDT3,gd,lower,0.00017261640355557394,3,5.40212090391985e-05,0.3129552460048001,0.256198347107438,2,0,0,mixed,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,ZDT3,hv,higher,7.805983396314495,1,3.390441841677472e-05,4.34338848744955e-06,0.5041322314049587,0,2,1,sensitive_default_best,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,ZDT3,igd,lower,0.0022637254693022328,2,1.1464386144148e-06,0.0005064388902105591,0.05785123966942149,1,1,0,robust_small_effects,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,ZDT3,igd_plus,lower,0.0006573226527298834,1,1.1265902291175038e-05,0.017139075071256653,0.2231404958677686,0,2,0,robust_default_not_worse,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,ZDT3,spread,lower,0.4791639919378634,3,0.00745337144959074,0.015554948984057366,0.2231404958677686,2,0,0,mixed,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
memory_H,ZDT3,time_s,lower,453.58025830000406,2,13.22324849999859,0.02915305121426285,0.4380165289256198,1,1,1,sensitive_default_not_best,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,DASCMOP7_difficulty7,gd,lower,0.0008686422467785126,1,5.2600414579389784e-05,0.06055475055981464,0.3884297520661157,0,2,0,robust_default_not_worse,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,DASCMOP7_difficulty7,hv,higher,110917.57066837502,1,1.4528729324811138,1.3098672498201036e-05,0.5371900826446281,0,2,0,robust_default_not_worse,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,DASCMOP7_difficulty7,igd,lower,0.03175457243275749,1,0.001008935987761042,0.0317729356897352,0.5867768595041323,0,2,0,robust_default_not_worse,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,DASCMOP7_difficulty7,igd_plus,lower,0.02221949721641537,1,0.0008396238476218246,0.03778770687041133,0.6694214876033058,0,2,2,sensitive_default_best,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,DASCMOP7_difficulty7,spread,lower,0.016708344600923446,3,0.0004247765672421612,0.025423019298912736,0.256198347107438,2,0,0,mixed,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,DASCMOP7_difficulty7,time_s,lower,469.0683263000101,3,155.26751670002704,0.33101257960598246,1.0,2,0,1,sensitive_default_not_best,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,DTLZ2_n_obj3,gd,lower,0.004718712387124944,1,0.0002554548954177985,0.05413656829664166,0.024793388429752067,0,2,0,robust_small_effects,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,DTLZ2_n_obj3,hv,higher,17.998843035237176,3,0.009867524579007636,0.0005482310479451108,0.371900826446281,2,0,0,mixed,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,DTLZ2_n_obj3,igd,lower,0.05063230059783576,3,0.0027087893590498485,0.053499235212820524,0.2892561983471074,2,0,0,mixed,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,DTLZ2_n_obj3,igd_plus,lower,0.026943424526420016,3,0.00183465417793479,0.06809283564291452,0.32231404958677684,2,0,0,mixed,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,DTLZ2_n_obj3,spread,lower,0.03195784738144764,1,0.0027887364041441695,0.08726296145225047,0.12396694214876033,0,2,0,robust_small_effects,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,DTLZ2_n_obj3,time_s,lower,1059.7427984999958,3,342.2335307999747,0.3229401806592942,1.0,2,0,2,sensitive_default_not_best,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,WFG4,gd,lower,0.005372816381887593,2,0.0010449679186554112,0.1944916491429194,1.0,1,1,2,sensitive_default_not_best,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,WFG4,hv,higher,6.242322622922672,3,0.0018370477251474782,0.00029428913500907254,0.05785123966942149,2,0,0,robust_small_effects,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,WFG4,igd,lower,0.0065220232149132695,3,0.0007425269803582437,0.11384917776133949,0.5041322314049587,2,0,1,sensitive_default_not_best,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,WFG4,igd_plus,lower,0.0032469596937453565,2,8.107256372442235e-05,0.024968761971573918,0.30578512396694213,1,1,0,mixed,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,WFG4,spread,lower,0.26102932036639614,3,0.007195335243035839,0.02756523762516809,0.2396694214876033,2,0,0,mixed,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,WFG4,time_s,lower,561.2807460999466,2,150.97519709996413,0.2689833887034496,1.0,1,1,1,sensitive_default_not_best,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,WFG9,gd,lower,0.0011994533621931213,3,1.317973571774789e-05,0.010988118532303427,0.71900826446281,2,0,1,sensitive_default_not_best,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,WFG9,hv,higher,9.879573965988365,1,0.0016678196480430785,0.00016881493612829363,0.024793388429752067,0,2,0,robust_small_effects,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,WFG9,igd,lower,0.00948733893412488,3,8.057440405533425e-05,0.008492834989326384,0.17355371900826447,2,0,0,mixed,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,WFG9,igd_plus,lower,0.007734318308088433,3,3.518217874887413e-05,0.004548840291726957,0.10743801652892562,2,0,0,robust_small_effects,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,WFG9,spread,lower,0.24813516868980418,1,0.004164401752648261,0.016782795339479725,0.17355371900826447,0,2,0,robust_default_not_worse,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,WFG9,time_s,lower,1123.4460239000036,3,373.054564399994,0.33206273952080767,1.0,2,0,2,sensitive_default_not_best,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,ZDT1,gd,lower,0.00016032273258283124,1,0.00014447304231409165,0.9011388465416107,0.2396694214876033,0,2,0,robust_default_not_worse,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,ZDT1,hv,higher,7.350922972707928,1,2.3470343810672034e-05,3.1928431161381145e-06,0.3884297520661157,0,2,0,robust_default_not_worse,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,ZDT1,igd,lower,0.0018851894470433203,2,1.4382359360371171e-05,0.007629132118752347,0.2231404958677686,1,1,0,mixed,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,ZDT1,igd_plus,lower,0.0012311134055858037,1,1.533446923759744e-05,0.012455773097768196,0.3884297520661157,0,2,0,robust_default_not_worse,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,ZDT1,spread,lower,0.14304765029866076,1,0.05385772725273216,0.3765020057322563,0.48760330578512395,0,2,0,robust_default_not_worse,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,ZDT1,time_s,lower,763.8482864000252,1,61.084127600013744,0.07996892666723109,1.0,0,2,2,sensitive_default_best,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,ZDT3,gd,lower,0.00017261640355557394,3,5.390976216590275e-05,0.3123096128494328,0.10743801652892562,2,0,0,robust_small_effects,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
pi_min,ZDT3,hv,higher,7.805983396314495,1,2.9976056292291275e-05,3.840138361867914e-06,0.5867768595041323,0,2,1,sensitive_default_best,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,ea87b60277ba4152b4eee6da461042232cf02a9b494bfc17639dee0ddff760b6,fea6fd4c3a2686c3c7e5163cc20db0b56f5d2c01cb419c45ad763398553c6b6f,a5ae0207e9ab3cb74b04028cf7438a3f0869e6f5aa8648504717ddc3211af765
